scene,num_pad_units,pad_strength,applied_force,result,flex_strength,gripper
05-Pole-PY,-1,-1,HorizontalForce,291.33,135,Finger-Flex-Script
05-Pole-PY,-1,-1,HorizontalForce,291.33,135,Finger-Flex-Script
05-Pole-PY,-1,-1,HorizontalForce,291.33,135,Finger-Flex-Script
05-Pole-PY,-1,-1,HorizontalForce,291.33,135,Finger-Flex-Script
05-Pole-PY,2,810,VerticalForce,531.87,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,420.74,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,623.91,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,406.86,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,427.72,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,611.35,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,406.86,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,856.71,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,427.72,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,446.03,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,438.97,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,671.79,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,612.92,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,446.03,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,424.93,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,446.03,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,417.95,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,448.87,-1,Louse-Pad-Script
05-Pole-PY,2,810,VerticalForce,622.33,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,279.9,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,279.9,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,359.28,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,318.38,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,281.16,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,273.59,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,293.89,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,327.52,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,291.33,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,281.16,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,315.79,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,331.45,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,323.6,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,356.61,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,279.9,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,279.9,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,331.45,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,320.99,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,281.16,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,277.37,-1,Louse-Pad-Script
05-Pole-PY,4,405,HorizontalForce,320.99,-1,Louse-Pad-Script
05-Pole-P,4,5,HorizontalForce,1616.8,-1,Louse-Pad-Script
05-Pole-P,4,5,HorizontalForce,2959.15,-1,Louse-Pad-Script
05-Pole-P,4,5,HorizontalForce,2705.77,-1,Louse-Pad-Script
05-Pole-P,4,5,HorizontalForce,7295.53,-1,Louse-Pad-Script
05-Pole-P,4,5,HorizontalForce,3339.47,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,791.97,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,732.61,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,617.62,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,962.43,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,962.43,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,642.91,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,601.99,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,691.3,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,797.14,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,620.76,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,652.49,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,797.14,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,714.32,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,655.69,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,652.49,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,623.91,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,730.94,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,692.93,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,617.62,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,791.97,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,583.42,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,671.79,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,797.14,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,601.99,-1,Louse-Pad-Script
05-Pole-PY,4,135,VerticalForce,684.77,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,2087.34,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1073.52,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1115.11,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,2087.34,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1996.36,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1073.52,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1834.41,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1131.15,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1783.01,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1393.96,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1727.44,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1739.98,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1783.01,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1783.01,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1923.7,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1340.96,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1280.43,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1727.44,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1834.41,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,2393.23,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,2012.73,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1151.35,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1834.41,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1280.43,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1073.52,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1767.76,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1073.52,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1727.44,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1727.44,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1073.52,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1727.44,-1,Louse-Pad-Script
05-Pole-PY,2,5,HorizontalForce,1077.45,-1,Louse-Pad-Script
05-Pole-PY,0,30,VerticalForce,1868.26,-1,Louse-Pad-Script
05-Pole-PY,0,30,VerticalForce,1811.18,-1,Louse-Pad-Script
05-Pole-PY,0,30,VerticalForce,1824.06,-1,Louse-Pad-Script
05-Pole-PY,0,30,VerticalForce,1829.23,-1,Louse-Pad-Script
05-Pole-PY,0,30,VerticalForce,1831.82,-1,Louse-Pad-Script
05-Pole-PY,0,30,VerticalForce,1667.93,-1,Louse-Pad-Script
05-Pole-PY,0,30,VerticalForce,1878.75,-1,Louse-Pad-Script
05-Pole-PY,0,30,VerticalForce,1762.69,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1306.2,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1332.22,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1288.99,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1380.61,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1202.59,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1306.2,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1432.15,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1202.59,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1517.14,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1257.04,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1423.12,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1459.43,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1151.35,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1378.39,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1432.15,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1200.52,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1186.08,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1297.58,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1202.59,-1,Louse-Pad-Script
05-Pole-PY,6,810,VerticalForce,1246.48,-1,Louse-Pad-Script
05-Pole-P,-1,-1,HorizontalForce,245.0,270,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,255.0,270,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,263.55,270,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,238.78,270,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,257.31,270,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,276.11,270,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,263.55,270,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,238.78,270,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,269.81,270,Finger-Flex-Script
05-Pole-PY,0,30,HorizontalForce,3104.01,-1,Louse-Pad-Script
05-Pole-PY,0,30,HorizontalForce,4492.21,-1,Louse-Pad-Script
05-Pole-PY,0,30,HorizontalForce,4197.82,-1,Louse-Pad-Script
05-Pole-PY,0,30,HorizontalForce,4418.41,-1,Louse-Pad-Script
05-Pole-PY,0,30,HorizontalForce,3938.52,-1,Louse-Pad-Script
05-Pole-PY,0,30,HorizontalForce,3104.01,-1,Louse-Pad-Script
05-Pole-PY,0,30,HorizontalForce,4197.82,-1,Louse-Pad-Script
05-Pole-PY,0,30,HorizontalForce,3388.73,-1,Louse-Pad-Script
05-Pole-PY,0,30,HorizontalForce,3743.44,-1,Louse-Pad-Script
05-Pole-P,-1,-1,HorizontalForce,330.0,15,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,305.0,15,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,320.99,15,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,334.08,15,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,327.52,15,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,320.99,15,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,353.94,15,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,340.67,15,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,320.99,15,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,422.13,15,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,334.08,15,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,340.67,15,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,400.0,270,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,330.0,270,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,429.13,270,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,436.15,270,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,429.13,270,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,429.13,270,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,436.15,270,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,429.13,270,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,436.15,270,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,429.13,270,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,257.31,270,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,257.31,270,Finger-Flex-Script
05-Pole-PY,2,45,HorizontalForce,802.33,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1923.7,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1755.1,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1755.1,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1719.93,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1923.7,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1937.04,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,878.15,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1923.7,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1937.04,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,979.31,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1923.7,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1360.71,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,968.05,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1566.54,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1923.7,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1717.44,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,835.48,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,969.92,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1645.91,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1360.71,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,835.48,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1566.54,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,881.75,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,2095.73,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1697.54,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1762.69,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,2682.87,-1,Louse-Pad-Script
05-Pole-PY,2,45,HorizontalForce,1765.22,-1,Louse-Pad-Script
05-Pole-P,-1,-1,VerticalForce,210.0,15,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,190.0,15,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,226.56,15,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,184.7,15,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,202.48,15,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,220.5,15,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,208.46,15,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,214.46,15,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,226.56,15,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,226.56,15,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,220.5,15,Finger-Flex-Script
05-Pole-P,-1,-1,VerticalForce,232.66,15,Finger-Flex-Script
05-Pole-P,0,5,VerticalForce,457.41,-1,Louse-Pad-Script
05-Pole-P,0,5,VerticalForce,360.62,-1,Louse-Pad-Script
05-Pole-P,0,5,VerticalForce,353.94,-1,Louse-Pad-Script
05-Pole-P,0,5,VerticalForce,508.14,-1,Louse-Pad-Script
05-Pole-P,0,5,VerticalForce,686.4,-1,Louse-Pad-Script
05-Pole-PY,-1,-1,VerticalForce,511.0,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,467.0,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,614.48,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,519.96,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,560.49,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,552.91,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,572.68,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,577.28,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,560.49,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,395.85,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,467.43,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,611.35,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,427.72,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,560.49,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,555.93,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,383.56,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,673.41,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,417.95,270,Finger-Flex-Script
05-Pole-PY,-1,-1,VerticalForce,572.68,270,Finger-Flex-Script
05-Pole-P,6,405,HorizontalForce,3917.44,-1,Louse-Pad-Script
05-Pole-P,6,405,HorizontalForce,1628.89,-1,Louse-Pad-Script
05-Pole-P,6,405,HorizontalForce,1592.76,-1,Louse-Pad-Script
05-Pole-P,6,405,HorizontalForce,1907.76,-1,Louse-Pad-Script
05-Pole-P,6,405,HorizontalForce,2839.07,-1,Louse-Pad-Script
05-Pole-P,6,405,HorizontalForce,1628.89,-1,Louse-Pad-Script
05-Pole-P,8,810,VerticalForce,1777.92,-1,Louse-Pad-Script
05-Pole-P,8,810,VerticalForce,1628.89,-1,Louse-Pad-Script
05-Pole-P,8,810,VerticalForce,1677.76,-1,Louse-Pad-Script
05-Pole-P,0,45,VerticalForce,508.14,-1,Louse-Pad-Script
05-Pole-P,0,45,VerticalForce,686.4,-1,Louse-Pad-Script
05-Pole-P,0,45,VerticalForce,380.85,-1,Louse-Pad-Script
05-Pole-P,0,45,VerticalForce,429.13,-1,Louse-Pad-Script
05-Pole-P,0,45,VerticalForce,471.74,-1,Louse-Pad-Script
05-Pole-P,0,45,VerticalForce,598.88,-1,Louse-Pad-Script
05-Pole-P,0,45,VerticalForce,374.07,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,929.06,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,601.99,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,929.06,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,601.99,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,929.06,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,751.07,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,2532.29,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,1319.18,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,584.96,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,601.99,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,557.45,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,860.27,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,686.4,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,862.05,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,650.89,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,1360.71,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,929.06,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,595.78,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,929.06,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,1327.87,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,1566.54,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,2435.97,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,747.7,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,1619.22,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,870.98,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,1358.51,-1,Louse-Pad-Script
05-Pole-PY,4,135,HorizontalForce,1194.32,-1,Louse-Pad-Script
05-Pole-PY,8,810,VerticalForce,2029.17,-1,Louse-Pad-Script
05-Pole-PY,8,810,VerticalForce,2624.55,-1,Louse-Pad-Script
05-Pole-PY,8,810,VerticalForce,1177.86,-1,Louse-Pad-Script
05-Pole-PY,8,810,VerticalForce,1321.35,-1,Louse-Pad-Script
05-Pole-PY,8,810,VerticalForce,1427.63,-1,Louse-Pad-Script
05-Pole-PY,8,810,VerticalForce,1317.01,-1,Louse-Pad-Script
05-Pole-PY,8,810,VerticalForce,1263.4,-1,Louse-Pad-Script
05-Pole-PY,8,810,VerticalForce,1188.13,-1,Louse-Pad-Script
05-Pole-PY,8,810,VerticalForce,1206.74,-1,Louse-Pad-Script
05-Pole-PY,8,810,VerticalForce,1244.37,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,830.21,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,737.62,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,940.13,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,634.97,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,894.38,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,851.38,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,178.83,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,879.95,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,565.05,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,892.57,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,945.68,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,178.83,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,178.83,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,903.45,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,678.27,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,597.33,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,684.77,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,704.42,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,565.05,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,634.97,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,856.71,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,899.82,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,634.97,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,943.83,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,943.83,-1,Louse-Pad-Script
05-Pole-PY,2,15,VerticalForce,565.05,-1,Louse-Pad-Script
05-Pole-P,8,15,VerticalForce,830.21,-1,Louse-Pad-Script
05-Pole-P,8,15,VerticalForce,568.1,-1,Louse-Pad-Script
05-Pole-P,8,15,VerticalForce,744.33,-1,Louse-Pad-Script
05-Pole-P,8,15,VerticalForce,727.6,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1650.79,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,896.19,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1682.7,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,890.77,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1280.43,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1667.93,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1650.79,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1658.12,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1667.93,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,2621.33,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,905.27,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1590.37,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,2640.67,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1301.89,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,2825.55,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1672.84,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,2405.39,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,2335.98,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,2825.55,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,890.77,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1590.37,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1017.29,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,2482.28,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1382.83,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1670.38,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1590.37,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1129.14,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,2621.33,-1,Louse-Pad-Script
05-Pole-PY,2,135,HorizontalForce,1650.79,-1,Louse-Pad-Script
05-Pole-P,-1,-1,HorizontalForce,180.0,405,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,240.0,405,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,208.46,405,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,208.46,405,Finger-Flex-Script
05-Pole-P,-1,-1,HorizontalForce,202.48,405,Finger-Flex-Script
